,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text
3651,neutral,0.6923,None,0.0,United,jamieduchess,0,united yes want complain coworker neither customer service point airside
3652,negative,1.0,Can't Tell,0.6647,United,havecl,1,united change fee 200 exact flight atlhou 165 charge 574 math doesnt add
3653,negative,1.0,Lost Luggage,1.0,United,vina_love,0,united hello im overseas amp bag lost cant call customer service help
3654,positive,0.6753,None,0.0,United,RobandMeg,0,united landing anchorage way fairbanks httptcofjkvqmbmas
3655,negative,1.0,Can't Tell,1.0,United,ItsAaronChriz,0,united knew shouldve flew virginamerica lol
3656,negative,1.0,Bad Flight,0.6987,United,JustOGG,0,united ua1641 ewrmco 17 feb wifi never connected allowed purchase access twice amp charged need file claim
3657,positive,0.653,None,0.0,United,parryaftab,0,united thnx
3658,positive,1.0,None,0.0,United,Joshua_Redman,0,united admit youve rather good year youve still got hooked peace
3659,positive,0.6525,None,0.0,United,mfcompany,0,united kinda funny worry
3660,negative,1.0,Flight Attendant Complaints,0.3441,United,thisismattuk,0,united feedback concern via site arent going improve poor airport experience
3661,negative,1.0,Customer Service Issue,0.6531,United,jamieduchess,0,united dropped bag newark desk guy rudest customer facing person met even two child shocked
3662,positive,0.6667,None,0.0,United,taylreduarte,0,united great looking forward response dm
3663,negative,0.3546,Late Flight,0.3546,United,OneKLutzyNinja,0,united quite enjoyable except he stuck runway houston
3664,positive,0.6737,None,0.0,United,promostuff4u,0,united thank getting daughter home americanair cancelled flightled flight nashville
3665,positive,1.0,None,0.0,United,jasemccarty,0,united thanks reupgrade 1st class may 45 min flight appreciated
3666,negative,0.6556,Bad Flight,0.3333,United,JaimeAlexis,0,united make total sense except flight wasnt full ive got empty seat around amp overhead half open boarded
3667,neutral,0.6655,None,0.0,United,ItsAaronChriz,0,united itsaaronchriz sorry hear flight need help reflight booking problem
3668,negative,0.6855,Can't Tell,0.346,United,questions_faith,0,united trying get san juan chicago ohare lot problem may get standby flight
3669,neutral,1.0,None,0.0,United,MikeFromRBLX,0,united alright thank page say route aircraft specifically 787
3670,negative,1.0,Cancelled Flight,0.6701,United,questions_faith,0,united well sortawe r trying get aquadilla pr 1 flight go day booked ua cancelled flighted flight nj
3671,negative,1.0,Customer Service Issue,1.0,United,havecl,0,united cost 547 change city origin flight httptco8fmzzoltv9 cost 165 customerservicefail
3672,neutral,0.6484,None,0.0,United,bethanycknowles,0,united sent long note suggestion thanks getting back
3673,neutral,1.0,None,0.0,United,ghidinelli,0,united least 3 u ua1564 ord waiting deplane catch ua4232 clt chance waiting last second u
3674,positive,1.0,None,0.0,United,parryaftab,0,united parryaftab done thnx
3675,negative,1.0,Customer Service Issue,0.6966,United,herestorian,0,united im still frustrated gave seat amp promised travel certificate withheld wo explanation httptcokvfwajvvid
3676,negative,0.6534,Late Flight,0.6534,United,jasemccarty,0,united got ta love giving 1st class upgrade bc flight delayed get another flight also delayed ensure make connection
3677,neutral,1.0,None,0.0,United,vasm21,0,united pty pit via iah
3678,negative,1.0,Lost Luggage,1.0,United,mtezna,0,united sure happened msp yesterday unhappy bag delayed sat msp 8 hr b4 delivery 230
3679,neutral,1.0,None,0.0,United,ianvalentine,0,united possible redeem mile one part round trip itinerary without book two separate reservation
3680,negative,0.6632,Can't Tell,0.6632,United,thekulway,0,united im flying americanair way back rarely fly let see better
3681,neutral,0.6413,None,0.0,United,jesisforlovers,0,united sent
3682,negative,1.0,Late Flight,0.6733,United,kristen_19,0,united almost like punished living near large metro area ewr top ranked domestic delay good
3683,positive,0.3626,None,0.0,United,jjirsa,0,united honestly stopped trying report thing via website laugh flight work mile accrue im sure cosmetic
3684,negative,1.0,Late Flight,1.0,United,kristen_19,0,united thanks weather understandable every single domestic flight delayed inbound intl flight crazy
3685,positive,0.6889,None,0.0,United,santiagopinzong,0,united 1007 houstonbogota boarding safety first seems mechanic fixed problem faster good energy fly homefamily
3686,negative,1.0,Lost Luggage,0.6606,United,Dayrean,0,united tag number luggage taken weigh scale appears sent conveyor belt without tag
3687,positive,0.7076,None,0.0,United,officialpcoops,0,united reported still istanbul moment apparently plane haha hat pilot
3688,neutral,0.6465,None,0.0,United,scofro14,0,united understandable try flight booking problem several time 2 passenger amp got message mentioned agent price
3689,positive,1.0,None,0.0,United,od2be2003,0,united hey awesome thanks reply filling form americanair
3690,negative,0.6309,Flight Booking Problems,0.3251,United,parryaftab,0,united flying tomorrow mexico u mileage tkts dont show 1k status help
3691,negative,1.0,Lost Luggage,0.6783,United,Dayrean,0,united correct date 21115
3692,negative,1.0,Customer Service Issue,0.69,United,DCconnick,0,united 3 phone rep none could see rebooked missed flighttold go standby nonexistent late flightr flight hurt
3693,negative,0.7171,Lost Luggage,0.7171,United,Dayrean,0,united report filed airport police 11th 12th februaryi police case number required
3694,negative,1.0,Customer Service Issue,0.684,United,geekydewd,0,united cant dm youre following lly144 rebooked ua1516 still need seat
3695,negative,1.0,Lost Luggage,0.3366,United,Dayrean,0,united supervisor situation stacey took detailsno claim number given u
3696,negative,1.0,Late Flight,1.0,United,MattEngelbrecht,0,united 1 hour since boarding began still sitting gate ua507
3697,negative,1.0,Late Flight,1.0,United,frannie_ryan,0,united tks reply psp employee blamed late flight departure potus main reason dvr flt late flight amp insufficient ground crew handle
3698,negative,1.0,Bad Flight,0.3434,United,christinebpc,0,united took one window also fun get motion sick httptcom81rv0blxs
3699,positive,0.6617,None,0.0,United,AlexSenchak,0,united pilot fa ground personnel great job weather blame talk
3700,negative,0.6842,Late Flight,0.6842,United,gailmmath,0,united find text funny considering still sitting 2 seat need changed httptcololuwfci11
3701,negative,1.0,Bad Flight,1.0,United,santiagopinzong,0,united 1007 houstonbogota engine problem mechanic trying fix problem safety first better change plane
3702,negative,0.6598,Flight Attendant Complaints,0.3608,United,AlexSenchak,0,united thanks make sense annoying cant determined better
3703,neutral,0.6593,None,0.0,United,GeorgeMcflyOG,0,united patiently drinking tweeting experience
3704,negative,1.0,Can't Tell,0.6739,United,GeorgeMcflyOG,0,united blame giving time get drunk tell feel overpriced sub par airline
3705,negative,1.0,Cancelled Flight,1.0,United,GeorgeMcflyOG,0,united idea u dont want u frustrated dont cancelled flight flight crew overflowed toilet get plumber
3706,negative,1.0,Late Flight,1.0,United,GeorgeMcflyOG,0,united patient luxurious middle seat next delayed flight
3707,negative,0.6678,Flight Booking Problems,0.3381,United,GeorgeMcflyOG,0,united patient agent explains booked new flight 618 plane doesnt arrive 607
3708,negative,0.6667,Lost Luggage,0.6667,United,Dayrean,0,united please help trace luggage put without name tag 11 february 2014 albuquerque airport
3709,negative,1.0,Customer Service Issue,0.65,United,GeorgeMcflyOG,0,united patient let string tweet go showing people bad business
3710,negative,1.0,Cancelled Flight,0.6629,United,GeorgeMcflyOG,0,united think guy half full flight 4 held overbooked 3pm flight fill one cancelled flightled mine
3711,neutral,1.0,None,0.0,United,sdgarguilo,0,uniteds inflight promo tv includes brian williams tough edit quickly complaint observation
3712,negative,1.0,Can't Tell,0.7021,United,frqnttraveler,1,united thanks ill fill form one read responds
3713,negative,1.0,Cancelled Flight,1.0,United,GeorgeMcflyOG,0,united patient refused switch flight bc checked bag cancelled flightled one
3714,negative,1.0,Customer Service Issue,1.0,United,Astonvillausa,0,united sent dm last week suit regarding error response given please answer dm tell send suit
3715,positive,0.6769,None,0.0,United,DCconnick,0,united try standby denver tonight cancelled flight father son trip till next year thx trying
3716,negative,1.0,Late Flight,0.6778,United,shikai590,0,united wrote got nothingand u simple thingwill ypu provide compensation delay
3717,neutral,1.0,None,0.0,United,MikeFromRBLX,0,united many 787s currently operate aircraft operate
3718,negative,1.0,Customer Service Issue,0.6752,United,qlyss8,0,united qlyss8 dont want customer frustrated thank patience jt lovely sentiment 180 one
3719,negative,1.0,Customer Service Issue,0.6518,United,sjking2000,0,united 4 different departure arrival update ua304 1hr please
3720,negative,0.7047,Bad Flight,0.7047,United,christinebpc,0,united nope really window 10a 10f one 8 11 one none 10a sad
3721,negative,1.0,Can't Tell,1.0,United,bethanycknowles,0,united vegan meal creative noodle pea zukes nonvegan yogurt acceptable vegan better
3722,positive,1.0,None,0.0,United,qlyss8,0,united well thanks charging switching two cancelled flightled flight anyway pretty nice stillmakingmepoorthough
3723,positive,1.0,None,0.0,United,ToddWalsh,0,united well john hughes birthday stick w plane amp hold train amp automobile gate worker well
3724,negative,0.6871,Can't Tell,0.3552,United,trueceltsfan,0,united son left tablet plane country call easily email contact
3725,negative,1.0,Customer Service Issue,0.6639,United,JTMacrizzle,0,show new program beneficial longstanding loyal consumer united
3726,negative,1.0,Customer Service Issue,0.6861,United,ptau,0,united hear blah blah blah shoulda used 400 buy burningman ticket instead amp ill driving flying
3727,negative,0.6632,Lost Luggage,0.6632,United,ASID_CEO,0,united yes supposed 6pm board meeting tomorrow finger crossed
3728,negative,1.0,Cancelled Flight,0.6677,United,GeorgeMcflyOG,0,united thanks letting switch flight bc checked bag cancelled flighting flight forcing take another 3 hr late flightr
3729,positive,1.0,None,0.0,United,willyvideo,0,united thank love united 4 flight today
3730,positive,1.0,None,0.0,United,kklausser,0,united thanks checking
3731,negative,1.0,Cancelled Flight,1.0,United,qlyss8,0,united informed dont reimburse issue due weather flight keep getting cancelled flightledthor hate
3732,negative,1.0,Lost Luggage,1.0,United,caitieamanda,0,united midland couldnt get bag connect intl flight sydney get em la amp check em
3733,negative,1.0,Can't Tell,1.0,United,OldMarks,1,united may last time fly airline
3734,negative,1.0,Flight Attendant Complaints,0.6495,United,DaveGraf1965,1,united company motto care heard several time employee client past week idonotcare
3735,negative,1.0,Flight Attendant Complaints,0.655,United,fatihguvenen,0,united tell staff lax boarded group 5 end queue gold member thanks nothing
3736,negative,1.0,Flight Attendant Complaints,0.3556,United,dbmain,1,united missing crew passenger doc problem frozen toilet plane give money back ua3466
3737,positive,1.0,None,0.0,United,quade181,0,united fantastic job people today ua22 dublin jam packed plane crew wonderful
3738,negative,1.0,Late Flight,0.3478,United,RohKapx1,0,united 20 min departure one waiting pressed ground staffer threatened want get sf today fail
3739,negative,1.0,Flight Booking Problems,0.6481,United,140JustinC,0,united flying lax sfo system wont let check site tell aircanada tell
3740,negative,0.6621,Lost Luggage,0.6621,United,Perisspiceladle,0,united btw virgin jetblue managed time departure time destination amp wouldnt take away 9year old kid bag
3741,positive,1.0,None,0.0,United,ThomasGutches,0,united go ahead live premium cabin im heaven en route lhr
3742,negative,0.6735,Can't Tell,0.6735,United,qlyss8,0,united feeling poor churchmouse level 180 dollar enough make grown man cry im grown man tear happened
3743,negative,1.0,Late Flight,1.0,United,Perisspiceladle,0,united sure plane hour late flight ontime departure ship sailed away long time back
3744,negative,1.0,Late Flight,1.0,United,DCconnick,0,united ua6002 mligtden miss connection ua3530 dengtyeg due delay
